"","Start_Date","End_Date","Company","Lecture","Lecture_Comments","Responsive","Responsive_Comments","Student_Guide","Guide_Comment","Lab_Exercises","Lab_Comments","Classroom","Classroom_Comments","Computer","Computer_Comments","Network","Network_Comments","See_Hear","See_Hear_Comments","Years_Experience","Experience_Comments","IP_or_Telephony_Background","Background_Comments","Had_Knowledge_Skills","Knowledge_Skills_Comments","Metaswitch_Experience","Metaswitch_Exp_Comments","Attended__Appropriate_Time","Appropriate_Time_Comments","Learned_What_I_Needed","Learned_Comment","Recommend_Class","Recommend_Comments","Feedback","Instructor","Location","Course","Technical_Details"
"385","2016-03-04 4:57:56","2016-03-04 5:03:38","CTS Telecom, Inc.","Agree","","Agree","","Agree","","Agree","","Agree","","Agree","","Agree","","Agree","","One to Five Years","","IP","","Agree","","3 to 11 months","","Yes","","Agree","","Yes","","","Genaro Islas           ","Dallas (DRTC) ","System Overview ","   "
"386","2016-03-04 4:57:59","2016-03-04 5:02:36","TEC","Strongly Agree","","Strongly Agree","","Agree","","Strongly Agree","","Strongly Agree","","Strongly Agree","","Strongly Agree","","Strongly Agree","","Twenty One or More Years","","Telephony","","Strongly Agree","","Less than 3 months","","Yes","","Strongly Agree","","Yes","","","Genaro Islas           ","Dallas (DRTC) ","System Overview "," Agree  "
"387","2016-03-04 4:58:18","2016-03-04 5:03:15","Innovative Telecommunications","Strongly Agree","","Strongly Agree","","Agree","","Agree","","Strongly Agree","","Strongly Agree","","Agree","","Agree","","One to Five Years","","Neither","Still in the process of learning both aspects","Strongly Agree","","12 to 23 months","","Yes","","Strongly Agree","","Yes","","I liked this course; it solidified the training that I got from the other engineers in my department and also added knowledge that I didn't have. ","Genaro Islas           ","Dallas (DRTC) ","System Overview "," Agree  "
"388","2016-03-04 4:57:25","2016-03-04 5:05:26","CTS Telecom","Strongly Agree","","Strongly Agree","","Strongly Agree","","Strongly Agree","","Strongly Agree","","Strongly Agree","","Strongly Agree","","Strongly Agree","","One to Five Years","","Telephony","","Strongly Agree","","2 to 5 years","","Yes","It is nice to get my hands on in the Metaswitch for a little while prior to coming to the course, so then during the course, I am understanding the basics and can get more in-depth into the material with better understanding. ","Agree","","Yes","A lot of great material covered that helps the overall understanding of the system and how we can improve our own Metaswitch in our company. ","Enjoyed the class. Genaro Islas was an excellent instructor and really took the time to be hands on with our class. Made sure everyone understood a topic before moving on. ","Genaro Islas           ","Dallas (DRTC) ","System Overview ","Strongly Agree   "
"389","2016-03-04 4:57:41","2016-03-04 5:02:28","Highland Telephone CO-OP","Strongly Agree","","Strongly Agree","","Agree","","Agree","","Agree","","Agree","","Agree","","Agree","","Eleven to Twenty Years","","Telephony","","Agree","","12 to 23 months","","Yes","","Agree","","Yes","","","Genaro Islas           ","Dallas (DRTC) ","System Overview "," Agree  "
"390","2016-03-04 4:57:35","2016-03-04 5:01:12","TD Telecom","Strongly Agree","","Strongly Agree","","Strongly Agree","","Strongly Agree","","Strongly Agree","","Strongly Agree","","Strongly Agree","","Strongly Agree","","Eleven to Twenty Years","","Telephony","","Agree","","3 to 11 months","","Yes","","Strongly Agree","","Yes","","","Genaro Islas           ","Dallas (DRTC) ","System Overview ","Strongly Agree   "
"391","2016-03-04 4:57:38","2016-03-04 5:01:53","","Strongly Agree","","Agree","","Agree","","Agree","","Agree","","Agree","","Agree","","Agree","","Eleven to Twenty Years","","Telephony","","Agree","","6 or more years","","Yes","","Agree","","Yes","","","Genaro Islas           ","Dallas (DRTC) ","System Overview "," Agree  "
"392","2016-03-04 4:57:11","2016-03-04 5:02:27","Swiftel Communications","Strongly Agree","","Strongly Agree","","Agree","","Agree","","Agree","","Agree","","Strongly Agree","","Strongly Agree","","Twenty One or More Years","","Both IP and Telephony","","Agree","","Less than 3 months","","Yes","","Agree","","Yes","","Interactive white board so the ""in-class"" drawings may be shared with the students.","Genaro Islas           ","Dallas (DRTC) ","System Overview "," Agree  "
"393","2016-03-04 4:57:12","2016-03-04 5:00:55","Swiftel Communications","Strongly Agree","","Agree","","Agree","","Strongly Agree","","Strongly Agree","","Strongly Agree","","Strongly Agree","","Strongly Agree","","One to Five Years","","IP","","Agree","","Less than 3 months","","Yes","","Agree","","Yes","","","Genaro Islas           ","Dallas (DRTC) ","System Overview "," Agree  "
"394","2016-03-04 4:50:39","2016-03-04 4:56:48","Cablevision","Strongly Agree","","Strongly Agree","","Strongly Agree","","Strongly Agree","","Agree","","Agree","","Strongly Agree","","Strongly Agree","","Eleven to Twenty Years","","Both IP and Telephony","","Agree","","3 to 11 months","","No","","Strongly Agree","","Yes","",""," Jim Pellegrini          ","On-site at my Company Location ","EAS Administration & Troubleshooting "," Agree  "
"395","2016-03-04 4:49:48","2016-03-04 5:02:04","Cablevision / Optimum","Strongly Agree","Jim is clearly well versed in the product, the technology and the evolving industry.  Having Jim teach the class in person improved the class in many ways over prior remote learning experiences with other vendors.","Strongly Agree","Jim answered most questions effectively and found answers to those he couldn't. ","Agree","","Agree","Some of the labs were unrelated to our implementation of the Metaswitch solution but it was nice to get hands on with other, currently unused product.","Agree","The desk/seats are a bit uncomfortably tall but the setup of the room with multiple monitors and visibility is nice.","Agree","","Agree","","Strongly Agree","","Eleven to Twenty Years","15+","Both IP and Telephony","Dabble in both","Agree","","2 to 5 years","Varying degrees of involvement over the years, varying products and implementations","Yes","","Agree","I'm sure this will also open up new questions","Yes","",""," Jim Pellegrini          ","On-site at my Company Location ","EAS Administration & Troubleshooting "," Agree  "
"396","2016-03-04 4:51:08","2016-03-04 4:54:31","Cablevision","Agree","","Agree","","Agree","","Agree","","Agree","","Agree","","Agree","","Agree","","Eleven to Twenty Years","","","","Agree","","12 to 23 months","","No","","Agree","","No","This is not due to nature of course, but company direction with vendor.",""," Jim Pellegrini          ","On-site at my Company Location ","EAS Administration & Troubleshooting "," Agree  "
"397","2016-03-04 4:50:08","2016-03-04 4:55:30","Cablevision","Agree","","Agree","","Agree","","Agree","","Agree","","Agree","","Agree","","Agree","","Six to Ten Years","","Neither","","Agree","","12 to 23 months","","No","","Agree","","No","Should be more customized to the company's actual setup.",""," Jim Pellegrini          ","Other (please specify) Bethpage, NY","EAS Administration & Troubleshooting "," Agree  "
"398","2016-03-04 4:47:17","2016-03-04 4:55:45","cablevision","Strongly Agree","","Strongly Agree","","Strongly Agree","","Strongly Agree","","Strongly Agree","","Strongly Agree","","Agree","","Strongly Agree","","Eleven to Twenty Years","","Telephony","","","","2 to 5 years","","Yes","","Strongly Agree","","Yes","",""," Jim Pellegrini          ","On-site at my Company Location ","EAS Administration & Troubleshooting ","Strongly Agree   "
"399","2016-03-04 4:47:50","2016-03-04 4:56:48","Cablevision","Strongly Agree","","Strongly Agree","","Agree","","Agree","","Agree","","Agree","","Agree","","Agree","","Six to Ten Years","","Telephony","","Strongly Agree","","3 to 11 months","","Yes","","Strongly Disagree","Already attended this course ","No","This a basic course",""," Jim Pellegrini          ","On-site at my Company Location ","EAS Administration & Troubleshooting ","  Disagree "
"400","2016-03-04 4:47:24","2016-03-04 4:53:20","Cablevision","Agree","","Agree","","Agree","","Agree","","Agree","","Agree","","Agree","","Agree","","Eleven to Twenty Years","","Telephony","","Agree","","12 to 23 months","","Yes","","Agree","","Yes","","None. Good class, Good pace, Good Instructor"," Jim Pellegrini          ","On-site at my Company Location ","EAS Administration & Troubleshooting "," Agree  "
"401","2016-03-03 2:31:49","2016-03-03 2:36:12","OpenIP","Agree","","Strongly Agree","","Agree","","Agree","","Strongly Agree","","Strongly Agree","","Strongly Agree","","Strongly Agree","","Six to Ten Years","","Both IP and Telephony","","Strongly Agree","","3 to 11 months","","Yes","","Strongly Agree","","Yes","","","     Phil Aird      ","Enfield ","HPBX Fundamentals "," Agree  "
"402","2016-03-03 2:31:44","2016-03-03 2:35:54","OpenIP","Strongly Agree","","Strongly Agree","","Agree","","Agree","","Strongly Agree","","Agree","","Strongly Agree","","Strongly Agree","","Six to Ten Years","","Both IP and Telephony","","Agree","","3 to 11 months","","Yes","","Agree","","Yes","","","     Phil Aird      ","Enfield ","HPBX Fundamentals "," Agree  "
"403","2016-02-26 5:30:15","2016-02-26 5:35:13","MCM Telecom","Strongly Agree","","Agree","","Strongly Agree","","Strongly Agree","","Agree","","Agree","","Agree","","Agree","","Six to Ten Years","","Both IP and Telephony","","Agree","","12 to 23 months","","Yes","","Strongly Agree","","Yes","","","Genaro Islas           "," ","Perimeta SBC Deployment & Troubleshooting "," Agree  "
"404","2016-02-26 5:21:04","2016-02-26 5:36:46","MCM Telecom","Strongly Agree","","Strongly Agree","","Strongly Agree","","Strongly Agree","","Agree","","Strongly Agree","","Strongly Agree","","Strongly Agree","","Less than One Year","","Telephony","","","","3 to 11 months","","Yes","","Agree","","Yes","","","Genaro Islas           ","On-site at my Company Location ","Perimeta SBC Deployment & Troubleshooting ","Strongly Agree   "
"405","2016-02-26 5:23:41","2016-02-26 5:35:13","MCM-Telecom","Agree","","Agree","","Strongly Agree","","Strongly Agree","","Strongly Agree","","Agree","","Strongly Agree","","Strongly Agree","","Less than One Year","","Telephony","","Agree","","Less than 3 months","","Yes","","Strongly Agree","","Yes","","","Genaro Islas           ","On-site at my Company Location ","Perimeta SBC Deployment & Troubleshooting ","Strongly Agree   "
"406","2016-02-26 5:24:50","2016-02-26 5:32:45","MCM Telecom","Strongly Agree","","Strongly Agree","","Strongly Agree","","Strongly Agree","","Strongly Agree","","Strongly Agree","","Agree","","Strongly Agree","","Six to Ten Years","","Telephony","","Strongly Agree","","3 to 11 months","","Yes","","Strongly Agree","","Yes","","","Genaro Islas           ","On-site at my Company Location ","Perimeta SBC Deployment & Troubleshooting ","Strongly Agree   "
"407","2016-02-26 5:18:41","2016-02-26 5:29:59","MCM telecom","Strongly Agree","","Strongly Agree","","Strongly Agree","","Strongly Agree","","Strongly Agree","","Strongly Agree","","Strongly Agree","","Strongly Agree","","Less than One Year","","Both IP and Telephony","","Strongly Agree","","12 to 23 months","","Yes","","Strongly Agree","","Yes","","Fue un curso satisfactorio.  ","Genaro Islas           ","On-site at my Company Location ","Perimeta SBC Deployment & Troubleshooting ","Strongly Agree   "
"408","2016-02-26 5:20:42","2016-02-26 5:29:09","MCM TELECOM","Strongly Agree","","Strongly Agree","","Agree","","Agree","","Agree","","Agree","","Strongly Agree","","Strongly Agree","","One to Five Years","","Telephony","","Strongly Agree","","3 to 11 months","","Yes","","Agree","","Yes","","More labs and troubleshooting.","Genaro Islas           ","On-site at my Company Location ","Perimeta SBC Deployment & Troubleshooting ","Strongly Agree   "
"409","2016-02-26 5:19:44","2016-02-26 5:29:26","MCM Telecom","Agree","","Strongly Agree","","Agree","","Strongly Agree","","Agree","","Agree","","Agree","","Agree","","Eleven to Twenty Years","","Telephony","","Agree","","Less than 3 months","","Yes","","Agree","","Yes","","No Comments","Genaro Islas           ","On-site at my Company Location ","Perimeta SBC Deployment & Troubleshooting ","Strongly Agree   "
"410","2016-02-26 5:20:17","2016-02-26 5:28:31","MCM Telecom","Agree","","Agree","","Agree","","Agree","","Agree","","Strongly Agree","","Disagree","","Strongly Agree","","One to Five Years","","Telephony","","Agree","","12 to 23 months","","Yes","","Agree","","Yes","","N/A","Genaro Islas           ","On-site at my Company Location ","Perimeta SBC Deployment & Troubleshooting ","Strongly Agree   "
"411","2016-02-26 5:19:36","2016-02-26 5:28:43","MCM Telecom","Agree","","Strongly Agree","","Agree","","Agree","","Agree","","Agree","","Agree","","Agree","","One to Five Years","","Both IP and Telephony","","Agree","","12 to 23 months","","Yes","","Agree","","Yes","","","Genaro Islas           ","Other (please specify) Mexico","Perimeta SBC Deployment & Troubleshooting "," Agree  "
"412","2016-02-26 5:08:32","2016-02-26 5:19:24","Manx Telecom Ltd","Agree","","Strongly Agree","","Agree","","Agree","","Strongly Agree","","Agree","","Strongly Agree","","Strongly Agree","","Eleven to Twenty Years","","Telephony","","Disagree","No prior knowledge other than that included upon registration - but that is not the fault of Metaswitch :))","Less than 3 months","Virtually none with exception to SAS.","No","Would like to have had good hands-on prior to attending this course, but again, this is not the fault of Metaswitch.","Strongly Agree","","Yes","","Yes, in that it may have been more beneficial for the class to go thru the slides on their laptops at the same time as the presentation whilst being able to make notes on the relevant pages.  ","      Sunny Carter     ","Enfield ","Deployment Overview ","Strongly Agree   "
"413","2016-02-26 5:06:09","2016-02-26 5:17:37","Systemics","Strongly Agree","","Strongly Agree","","Strongly Agree","","Strongly Agree","","Strongly Agree","","Strongly Agree","","Strongly Agree","","Strongly Agree","","Six to Ten Years","","IP","","Strongly Agree","","12 to 23 months","","Yes","","Strongly Agree","","Yes","","","     Phil Aird Sunny Carter     ","Enfield ","Deployment Overview ","Strongly Agree   "
"414","2016-02-26 5:05:45","2016-02-26 5:21:40","Factor Group","Strongly Agree","","Strongly Agree","","Strongly Agree","","Strongly Agree","","Strongly Agree","","Strongly Agree","","Strongly Agree","","Strongly Agree","","Six to Ten Years","","IP","","Strongly Agree","","3 to 11 months","","Yes","","Strongly Agree","","Yes","Good introduction to whole things.","May be will be good to have some introduction video for Community portal, where say that there is everything on it and describe Communities.","     Phil Aird Sunny Carter     ","Enfield ","Deployment Overview ","Strongly Agree   "
"415","2016-02-26 5:06:13","2016-02-26 5:14:02","Verscom","Strongly Agree","","Strongly Agree","","Agree","","Strongly Agree","","Strongly Agree","","Agree","","Strongly Agree","","Agree","","Eleven to Twenty Years","","Both IP and Telephony","","Strongly Agree","","Less than 3 months","","Yes","","Agree","","Yes","","","     Phil Aird Sunny Carter     ","Enfield ","Deployment Overview "," Agree  "
"416","2016-02-26 5:05:45","2016-02-26 5:12:39","Systemics-PAB Sp. z o.o.  Warsaw - POLAND","Strongly Agree","","Agree","","Agree","","Agree","","Strongly Agree","","Strongly Agree","","Strongly Agree","","Strongly Agree","","Eleven to Twenty Years","","Both IP and Telephony","","Agree","","12 to 23 months","","Yes","","Agree","","Yes","","","      Sunny Carter     ","Enfield ","Deployment Overview "," Agree  "
"417","2016-02-26 5:05:21","2016-02-26 5:12:33","Celerit Oy","Strongly Agree","","Strongly Agree","","Strongly Agree","","Strongly Agree","","Strongly Agree","","Strongly Agree","","Strongly Agree","","Strongly Agree","","Twenty One or More Years","","Both IP and Telephony","Started career with designing Telco IP core networks then moved to VoIP sector","Strongly Agree","","3 to 11 months","We have Metaswitch Perimeta in our Lab. ","Yes","","Strongly Agree","Actually I learned a lot of more than originally needed","Yes","","","     Phil Aird Sunny Carter     ","Enfield ","Deployment Overview ","Strongly Agree   "
"418","2016-02-26 2:38:42","2016-02-26 2:43:05","Morristown Utilities Fibernet","Strongly Agree","","Strongly Agree","","Strongly Agree","","Strongly Agree","","Agree","","Strongly Agree","","Strongly Agree","","Strongly Agree","","Eleven to Twenty Years","","Telephony","","Strongly Agree","","12 to 23 months","","Yes","","Agree","","Yes","",""," Jim Pellegrini          ","Boca Raton ","Market Visions Marketing Boot Camp ","Strongly Agree   "
"419","2016-02-25 21:56:07","2016-02-25 22:02:04","Redtone Telecommunications Sdn Bhd","Agree","","Agree","","Agree","","Agree","","Strongly Agree","","Agree","","Agree","","Agree","","Eleven to Twenty Years","","Telephony","","Agree","","Less than 3 months","","Yes","","Agree","","Yes","","","         Graham Weeks  ","On-site at my Company Location ","Other (please specify) REDtone – Introduction to HPBX   "," Agree  "
"420","2016-02-25 21:29:22","2016-02-25 21:45:51","Redtone telecommunication Sdn Bhd","Agree","","Agree","","Agree","","Agree","","Agree","","Agree","","Agree","","Agree","","Six to Ten Years","","Both IP and Telephony","","Agree","","","no","Yes","","Agree","","Yes","","No","         Graham Weeks  ","Other (please specify) REDtone Office","Other (please specify) REDtone – Introduction to HPBX"," Agree  "
"421","2016-02-25 21:23:06","2016-02-25 21:31:29","REdtone ","Agree","","Agree","","Agree","","Agree","","Agree","","Agree","","Agree","","Agree","","Eleven to Twenty Years","","Both IP and Telephony","","Agree","","Less than 3 months","","Yes","","Agree","","Yes","","no","         Graham Weeks  ","Other (please specify) Redtone Training room","Other (please specify) REDtone – Introduction to HPBX”."," Agree  "
"422","2016-02-25 17:32:30","2016-02-25 17:36:39","REDTONE TELECOMMUNICATIONS SDN BHD","Agree","","Agree","","Agree","","Agree","","Agree","","Agree","","Agree","","Agree","","Six to Ten Years","","Telephony","","Agree","","Less than 3 months","","Yes","","Agree","","Yes","","","         Graham Weeks  ","On-site at my Company Location ","CSR Provisioning "," Agree  "
"423","2016-02-25 16:36:26","2016-02-25 16:41:52","REDtone Telecommunication","Strongly Agree","","Strongly Agree","","Agree","","Agree","","Agree","","Agree","","Agree","","Agree","","Eleven to Twenty Years","","Telephony","","Agree","","Less than 3 months","","Yes","","Agree","","Yes","","","         Graham Weeks  ","On-site at my Company Location ","Other (please specify) REDtone – Introduction to HPBX"," Agree  "
"424","2016-02-25 1:19:41","2016-02-25 1:26:00","Redtone","Agree","","Agree","","","","","","Agree","","","","","","Agree","","Eleven to Twenty Years","","Telephony","","Disagree","","Less than 3 months","","Yes","","Agree","","Yes","","","         Graham Weeks  ","Other (please specify) Selangor, Malaysia","HPBX CSR Provisioning "," Agree  "
"425","2016-02-23 23:34:13","2016-02-24 0:22:10","REDtone Telecommunications Sdn. Bhd.","Agree","","Strongly Agree","","","","","","","","","","","","","","","","Telephony","","Agree","","Less than 3 months","","Yes","","Agree","","Yes","","","         Graham Weeks  ","On-site at my Company Location ","Other (please specify) REDtone – Introduction to HPBX"," Agree  "
"426","2016-02-23 23:31:04","2016-02-24 0:05:09","Redtone Telecommunications Sdn Bhd","Agree","","Agree","","Agree","","Agree","","Agree","","Agree","","Agree","","Strongly Agree","","Less than One Year","","Neither","","Agree","","3 to 11 months","","Yes","","Agree","","Yes","","","         Graham Weeks  ","On-site at my Company Location ","Other (please specify) REDtone – Introduction to HPBX"," Agree  "
"427","2016-02-19 8:51:24","2016-02-19 9:01:52","Pioneer","Agree","","Strongly Agree","very help full when asked questions  and found answers","Agree","","Agree","","Agree","","Agree","","Agree","","Agree","","Eleven to Twenty Years","","Telephony","","Agree","","3 to 11 months","","No","I would of liked the class a little earlier","Agree","","Yes","","","  Jake Livingstone         ","Accession Meeting - Online ","Other (please specify) meta crs provisioning "," Agree  "
"428","2016-02-19 6:34:55","2016-02-19 6:45:37","Fibraweb SpA","Strongly Agree","","Strongly Agree","","Strongly Agree","","Agree","I would spend more time on second part of the training","Strongly Agree","","Strongly Agree","","Strongly Agree","","Strongly Agree","","Eleven to Twenty Years","","Telephony","","Strongly Agree","","Less than 3 months","","Yes","","Strongly Agree","","Yes","","","     Phil Aird      ","Enfield ","Perimeta SBC Accelerated Deployment ","Strongly Agree   "
"429","2016-02-19 6:34:17","2016-02-19 6:44:55","Manx Telecom Plc","Strongly Agree","Phil is clearly dedicated to his role and is a superb instructor.","Strongly Agree","Phil is clearly dedicated to his role and is a superb instructor.","Strongly Agree","","Strongly Agree","","Strongly Agree","","Strongly Agree","","Strongly Agree","","Strongly Agree","","Twenty One or More Years","","Neither","","Disagree","","","None!","Yes","","Strongly Agree","","","","","     Phil Aird      ","Enfield ","Perimeta SBC Accelerated Deployment ","Strongly Agree   "
"430","2016-02-19 5:28:27","2016-02-19 5:38:30","Pioneer Telephone Cooperative  ","Strongly Agree","","Strongly Agree","","Strongly Agree","","Strongly Agree","","Strongly Agree","","Strongly Agree","","Strongly Agree","","Strongly Agree","","Twenty One or More Years","","Neither","","Strongly Agree","","12 to 23 months","","Yes","","Strongly Agree","","Yes","","Jake Livingstone was friendly, upbeat and enthusiastic. He is a real asset to your company. I thoroughly enjoyed his teaching and methods.","  Jake Livingstone         ","Accession Meeting - Online ","CSR Provisioning ","Strongly Agree   "
"431","2016-02-18 23:10:52","2016-02-18 23:29:04","comnet.co,.ltd,","Strongly Agree","","Strongly Agree","","Strongly Agree","","Strongly Agree","","Strongly Agree","","Strongly Agree","","Strongly Agree","","","","One to Five Years","","Both IP and Telephony","","Agree","","Less than 3 months","","Yes","","","","Yes","","","        Laurence Carr   ","Other (please specify) AIS Training Tower In Bangkok thailand","Other (please specify) Perimeta Advanced "," Agree  "
"432","2016-02-18 23:10:01","2016-02-18 23:28:52","AWN","Agree","","Agree","","Agree","","Agree","","Agree","","Agree","","Agree","","Agree","","One to Five Years","","IP","","Disagree","","Less than 3 months","Never use Metaswitch equipment.","No","","Agree","","Yes","","I'd like to learn about monitor alarm. for NOC.","        Laurence Carr   ","On-site at my Company Location ","Other (please specify) Perimeta Advanced"," Agree  "
"433","2016-02-18 23:10:20","2016-02-18 23:28:23","AWN","Agree","","Agree","","Agree","","Agree","","Agree","","Agree","","Agree","","Agree","","One to Five Years","","IP","","Agree","","Less than 3 months","","No","","Agree","","Yes","","Thank you For New experience","        Laurence Carr   ","On-site at my Company Location ","Other (please specify) Perimeta Advanced"," Agree  "
"434","2016-02-18 23:09:53","2016-02-18 23:28:28","AWN","Agree","","Agree","","Agree","","Agree","","Agree","","Agree","","Agree","","Agree","","One to Five Years","","Telephony","","Disagree","","Less than 3 months","Not have experience with Metaswitch","No","","Agree","","Yes","","I would Like LAB Test","        Laurence Carr   ","On-site at my Company Location ","Other (please specify) Perimeta Advanced"," Agree  "
"435","2016-02-18 23:09:34","2016-02-18 23:22:19","COMNET CO .LTD.,","Strongly Agree","","Strongly Agree","","Strongly Agree","","Strongly Agree","","Agree","","Agree","","Agree","","Agree","","Six to Ten Years","","IP","","Agree","","3 to 11 months","","Yes","","Strongly Agree","","Yes","","","        Laurence Carr   ","Other (please specify) AIS Building , Bangkok ,Thailand","Other (please specify) Perimeta Advance Training "," Agree  "
"436","2016-02-18 23:10:53","2016-02-18 23:21:10","AWN","Strongly Agree","","Strongly Agree","","Strongly Agree","","Agree","","Agree","","Strongly Agree","","Strongly Agree","","Agree","","Six to Ten Years","","Both IP and Telephony","","Agree","","12 to 23 months","","Yes","","Agree","","No","","","        Laurence Carr   ","On-site at my Company Location ","Other (please specify) Perimeta advance"," Agree  "
"437","2016-02-18 23:11:05","2016-02-18 23:21:42","AWN","Strongly Agree","Very good.","Agree","some question he do not know ","Agree","","Agree","","Agree","","Agree","","Agree","","Agree","","Eleven to Twenty Years","","Both IP and Telephony","","Agree","","12 to 23 months","","Yes","","Agree","","No","","he is a good skill to teach ,describe and fun. Please give a special evaluate performance or promote him ","        Laurence Carr   ","On-site at my Company Location ","Other (please specify) Perimeta Advanced"," Agree  "
"438","2016-02-18 23:09:42","2016-02-18 23:24:45","AIS(AWN)","Strongly Agree","","Strongly Agree","","Agree","","Agree","","Agree","","Agree","","Agree","","Strongly Agree","","One to Five Years","","Both IP and Telephony","","Agree","","12 to 23 months","","Yes","","Strongly Agree","","Yes","","I would like more than example in teaching slide.","        Laurence Carr   ","On-site at my Company Location ","Other (please specify) Parimeta Advanced "," Agree  "
"439","2016-02-18 23:09:31","2016-02-18 23:24:13","AWN","Strongly Agree","","Strongly Agree","","Strongly Agree","","Agree","","Strongly Agree","","Agree","","Agree","","Agree","","One to Five Years","","Both IP and Telephony","","Strongly Agree","","12 to 23 months","","Yes","","Strongly Agree","","Yes","","I would like more than LAB. And Example for the LAB","        Laurence Carr   ","On-site at my Company Location ","Other (please specify) Perimeta Advanced"," Agree  "
"440","2016-02-18 3:50:35","2016-02-18 4:01:13","Morristown Utility Systems","Strongly Agree","Although Jim is continously moving during the lecture, it is obvious he is very knowledgable and passionate about the product.","Strongly Agree","","Strongly Agree","","Strongly Agree","Although the class was overbooked and I had to share a computer, I was still able to follow along.","Strongly Agree","","Agree","","Strongly Agree","","Strongly Agree","","Twenty One or More Years","","Neither","","Agree","","3 to 11 months","","Yes","","Agree","","Yes","","In the event a training session if overbooked, I feel if another desktop computer is not available, then a laptop should be provided. "," Jim Pellegrini          ","Boca Raton ","Market Visions Marketing Boot Camp ","Strongly Agree   "
"441","2016-02-17 13:13:16","2016-02-17 13:19:57","WorldNet Telecommunications","Strongly Agree","","Strongly Agree","He was very patience and make clear everybody understand the material","Strongly Agree","Every step of the way","Strongly Agree","We were ale to practice every topic of each module","Strongly Agree","At was at my home, so yes Strongly comfortable","Strongly Agree","It was assigned to me by the Company I work for.","Strongly Agree","","Strongly Agree","","Six to Ten Years","","Telephony","","Strongly Agree","At WorldNet, we already have MVW installed, so the course was very easy to follow.","6 or more years","","Yes","","Strongly Agree","Very Much!","Yes","Absolutely!","","  Jake Livingstone         ","Accession Meeting - Online ","CSR Provisioning ","Strongly Agree   "
"442","2016-02-17 4:54:10","2016-02-17 5:04:13","Lightpath","Agree","","Strongly Agree","","Strongly Agree","","Strongly Agree","","Strongly Agree","","Strongly Agree","","Strongly Agree","","Strongly Agree","","Twenty One or More Years","","Both IP and Telephony","","Strongly Agree","","2 to 5 years","","Yes","wanted to see some Items we do not provide Accession, video conference app and Operator panel","Strongly Agree","","Yes","","Unfortunately the amount of the material and LAB's that we were to do there was not enough time to complete. I suggest over the 3 day window it should be 2 1/2 days of LAB and technical and 1/2 day of Marketing  "," Jim Pellegrini          ","Boca Raton ","Features & Applications "," Agree  "
"443","2016-02-16 17:05:46","2016-02-16 17:59:48","Testing","Strongly Agree","","Strongly Agree","","","","Strongly Agree","","Strongly Agree","","Strongly Agree","","Strongly Agree","","Strongly Agree","","","","Telephony","","Strongly Agree","","12 to 23 months","","Yes","","Strongly Agree","","Yes","","","    Dr. Michael Allen       ","Other (please specify) testing","Other (please specify) testing","Strongly Agree   "
"444","2016-02-16 9:40:56","2016-02-16 9:50:24","Wisconsin Independent Network, LLC","Strongly Agree","","Strongly Agree","","Strongly Agree","","Strongly Agree","","Strongly Agree","","Strongly Agree","","Strongly Agree","","Strongly Agree","","Twenty One or More Years","","Telephony","","Strongly Agree","","12 to 23 months","","Yes","","Strongly Agree","","Yes","",""," Jim Pellegrini          ","Boca Raton ","Features & Applications "," Agree  "
"445","2016-02-16 9:36:54","2016-02-16 9:39:55","Wisconsin Independent Network, LLC","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","           ","Boca Raton ","Market Visions Marketing Boot Camp ","   "
"446","2016-02-16 9:29:56","2016-02-16 9:32:41","CP-TEL","Strongly Agree","","Strongly Agree","","Strongly Agree","","Strongly Agree","","Strongly Agree","","Strongly Agree","","Strongly Agree","","Strongly Agree","","Six to Ten Years","","Neither","","Strongly Agree","","Less than 3 months","","Yes","","Strongly Agree","","Yes","",""," Jim Pellegrini          ","Boca Raton ","Market Visions Marketing Boot Camp ","Strongly Agree   "
"447","2016-02-16 9:26:46","2016-02-16 9:32:51","Metaswitch","Strongly Agree","","Strongly Agree","","Agree","","Strongly Agree","","Agree","","Agree","Used my laptop and was able to participate in the exercises.","Strongly Agree","","Strongly Agree","","Eleven to Twenty Years","","Neither","","Strongly Agree","","3 to 11 months","","Yes","Should have been at the start of employment (8 months ago)","Strongly Agree","","Yes","","This is a very good course for understanding what Metaswitch offers, including the terminology/language.  Configuring the phones is great for getting a feel for what the customer is working with."," Jim Pellegrini          ","Boca Raton ","Features & Applications ","Strongly Agree   "
"448","2016-02-12 7:13:56","2016-02-12 7:33:06","Allstream","Strongly Agree","Course layout was very clear with a logical progression; much appreciated.","Strongly Agree","Jake was interested in our questions, and took interest in each one and answered them to the best of his knowledge (which was substantial). For questions he couldn't answer, he offered to take them away and follow up.","Strongly Agree","","Strongly Agree","","Agree","Classroom was supplied by our company (onsite).","Strongly Agree","No issues","Agree","Only criticism is some of the connectivity issues, however Jake was concerned and actively working to resolve the issues, along with having some alternative workarounds. It was reassuring to see the instructor clearly had higher expectations and was looking to improve the situation for future classes.","Strongly Agree","","Twenty One or More Years","","Telephony","But I am working be even better at my IP  ;)","Strongly Agree","","Less than 3 months","","Yes","","Strongly Agree","","","","","  Jake Livingstone         ","On-site at my Company Location ","System Overview ","Strongly Agree   "
